"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","col12","col13","col14","col15","col16","col17","col18","col19","col20","col21","col22","col23","col24","col25","col26","col27","col28","col29","col30","col31","col32","col33","col34","col35","col36","col37","col38","col39","col40","col41","col42","col43","col44","col45","col46","col47","col48","col49","col50","col51","col52","col53","col54","col55","col56","col57","col58","col59","col60","col61","col62","col63","col64","col65","col66","col67","col68","col69","col70","col71","col72","col73","col74","col75","col76","col77","col78","col79","col80","col81","col82","col83","col84","col85","col86","col87","col88","col89","col90","col91","col92","col93","col94","col95","col96","col97","col98","col99","col100","col101","col102","col103","col104","col105","col106","col107","col108","col109","col110","col111","col112","col113","col114","col115","col116","col117","col118","col119","col120","col121","col122","col123","col124","col125","col126","col127","col128","col129","col130","col131","col132","col133","col134","col135","col136","col137","col138","col139","col140","col141","col142","col143","col144","col145","col146","col147","col148","col149","col150","col151","col152","col153","col154","col155","col156","col157","col158","col159","col160","col161","col162","col163","col164","col165","col166","col167","col168","col169","col170","col171","col172","col173","col174","col175","col176","col177","col178","col179","col180","col181","col182","col183","col184","col185","col186","col187","col188","col189","col190","col191","col192","col193","col194","col195","col196","col197","col198","col199","col200","col201","col202","col203","col204","col205","col206","col207","col208","col209","col210","col211","col212","col213","col214","col215","col216","col217","col218","col219","col220","col221","col222","col223","col224","col225","col226","col227"
"X1527","-1","-1","-1","-1","-1","-1","1","8","7","6","10","-1","1","3","3","2","1","-1","5","1","4","-1","2","1","2","2","2","1","2","2","3","3","2","3","4","3","3","1","2","1","2","2","1","1","1","1","2","-1","3","1","1","3","1","1","-1","-1","1","1","1","2","2","1","2","1","-1","2","2","1","1","2","1","1","2","1","-1","5","1","3","3","6","4","-1","3","5","5","4","4","1","-1","1","2","1","1","1","1","2","1","2","2","-1","6","6","5","4","6","1","-1","2","6","4","4","2","1","-1","3","1","1","4","4","2","-1","3","1","3","3","-1","3","1","5","5","3","4","-1","4","5","4","4","1","-1","2","4","1","4","2","-1","1","3","5","2","3","5","2","-1","4","1","5","1","4","4","-1","2","2","-1","2","1","2","1","2","2","1","7","-1","-1","-1","-1","-1","-1","1","1","2","1","2","1","1","2","1","3","1","5","3","4","3","2","5","1","1","6","4","2","4","5","6","5","6","6","2","2","3","2","1","1","3","1","1","1","3","1","2","2","2","2","1","2","2","2","2","1"
"X1528","-1","-1","-1","-1","-1","-1","3","10","7","7","10","-1","3","3","3","1","1","-1","2","5","2","-1","1","1","2","2","1","3","2","2","3","2","2","3","4","4","1","2","2","2","2","1","1","2","1","2","2","-1","1","1","1","2","3","2","-1","-1","2","1","1","2","1","2","2","2","-1","1","1","2","1","1","1","2","2","2","-1","6","2","4","3","3","6","-1","6","3","2","4","2","1","-1","2","1","1","2","2","1","2","2","2","1","-1","5","2","3","2","2","4","-1","3","6","1","1","4","4","-1","3","2","2","1","2","4","-1","3","4","4","2","-1","2","4","1","1","1","4","-1","5","2","1","1","4","-1","3","1","3","4","4","-1","4","5","3","1","3","2","3","-1","1","4","2","2","5","2","-1","2","2","-1","2","2","2","2","1","1","1","1","-1","-1","-1","-1","-1","-1","2","2","1","2","3","3","1","2","1","3","2","1","3","2","4","3","4","4","2","3","1","3","5","6","5","3","1","4","1","2","3","3","2","3","1","3","3","1","2","2","2","2","2","2","1","1","1","1","1","2"
"X1529","-1","-1","-1","-1","-1","-1","2","2","2","1","2","-1","2","4","2","4","4","-1","5","6","3","-1","1","2","2","1","1","3","2","5","2","3","2","3","2","3","1","2","2","2","1","2","2","1","2","1","1","-1","3","3","1","3","1","2","-1","-1","2","2","1","2","1","1","1","2","-1","2","2","2","2","2","1","2","1","2","-1","3","2","1","3","3","1","-1","3","1","3","2","4","6","-1","2","1","2","2","1","1","2","1","1","2","-1","3","4","1","1","1","3","-1","2","5","5","4","2","2","-1","1","3","2","4","3","1","-1","3","3","1","1","-1","4","3","1","1","3","4","-1","4","3","4","3","5","-1","2","3","1","1","2","-1","5","1","1","3","5","2","1","-1","3","2","4","3","3","3","-1","1","1","-1","2","1","1","2","1","2","2","4","-1","-1","-1","-1","-1","-1","3","3","2","3","2","1","3","2","1","3","1","1","5","4","5","4","6","5","1","6","6","1","2","5","6","4","6","6","1","3","3","3","2","2","1","2","2","1","2","1","3","2","1","1","2","2","1","2","1","2"
"X1530","-1","-1","-1","-1","-1","-1","1","3","6","2","4","-1","1","3","2","4","3","-1","2","1","6","-1","1","1","2","1","2","3","2","7","1","3","1","2","4","1","3","2","2","2","1","2","2","1","2","2","2","-1","1","1","1","1","2","2","-1","-1","1","1","1","2","1","1","2","1","-1","1","2","1","2","1","2","2","1","2","-1","4","1","4","1","4","5","-1","4","2","5","6","6","2","-1","1","2","1","1","2","2","1","1","2","2","-1","4","2","3","1","2","3","-1","3","2","4","4","4","3","-1","4","3","3","2","3","2","-1","4","2","3","3","-1","4","5","2","2","1","3","-1","5","4","2","3","4","-1","3","4","2","2","2","-1","4","2","4","2","5","2","4","-1","5","3","5","2","5","4","-1","3","4","-1","2","2","1","2","2","2","2","7","-1","-1","-1","-1","-1","-1","2","3","2","1","2","1","1","3","2","1","3","3","2","6","4","6","6","6","2","6","1","5","1","4","6","2","3","1","1","3","2","2","2","2","3","1","3","1","1","3","1","1","1","1","2","1","2","2","2","1"
"X1531","-1","-1","-1","-1","-1","-1","4","11","8","5","3","-1","3","3","4","2","1","-1","1","1","2","-1","1","1","2","2","1","3","2","7","2","1","2","2","4","1","2","1","2","2","1","2","1","1","1","2","1","-1","1","1","1","2","3","3","-1","-1","1","2","1","2","2","2","2","1","-1","2","2","2","2","1","2","2","1","2","-1","1","2","1","1","5","6","-1","6","2","5","5","5","5","-1","2","1","2","2","1","2","2","2","2","2","-1","5","4","2","4","6","4","-1","1","1","6","5","2","5","-1","2","4","1","3","2","1","-1","3","2","1","3","-1","3","5","3","5","2","3","-1","1","4","4","2","4","-1","2","4","2","3","3","-1","1","1","3","5","2","1","4","-1","5","2","1","3","2","5","-1","2","2","-1","2","2","2","2","2","2","2","1","-1","-1","-1","-1","-1","-1","3","1","1","3","3","1","3","2","1","1","2","4","3","3","6","3","6","3","5","5","1","1","1","5","4","6","3","4","2","2","2","2","1","1","3","1","3","3","3","2","1","1","2","1","1","1","1","2","2","1"
"X1532","-1","-1","-1","-1","-1","-1","2","11","2","2","5","-1","2","3","4","3","3","-1","3","5","3","-1","2","1","1","1","1","2","3","4","1","2","2","3","2","2","2","2","2","2","1","2","2","2","1","2","1","-1","2","1","2","1","3","1","-1","-1","2","1","1","2","1","1","2","2","-1","1","1","2","1","1","1","1","1","1","-1","3","3","3","2","3","1","-1","4","3","4","4","1","2","-1","2","1","2","2","1","2","2","1","2","2","-1","6","3","1","4","2","1","-1","5","5","6","6","5","4","-1","2","4","3","3","1","4","-1","1","1","1","2","-1","2","5","1","2","4","4","-1","5","4","2","3","3","-1","4","4","2","3","2","-1","4","3","1","3","4","5","1","-1","2","1","3","4","1","2","-1","1","1","-1","1","2","2","1","1","2","2","5","-1","-1","-1","-1","-1","-1","1","1","2","3","2","1","2","2","2","1","3","4","4","3","5","6","6","1","4","5","1","6","1","5","2","3","2","3","1","2","1","2","1","3","3","3","2","1","1","2","2","2","1","2","1","2","1","2","1","2"
"X1533","-1","-1","-1","-1","-1","-1","3","1","8","1","4","-1","1","1","2","4","3","-1","3","4","4","-1","2","1","2","1","1","3","3","5","3","3","2","1","1","2","3","1","1","2","1","1","1","1","1","1","2","-1","1","3","3","2","2","3","-1","-1","2","2","1","1","2","1","1","2","-1","2","1","1","2","2","2","1","1","1","-1","1","5","1","2","5","6","-1","5","5","4","6","1","2","-1","1","1","1","2","1","2","2","1","1","2","-1","6","6","1","5","4","6","-1","4","1","5","2","2","1","-1","1","1","2","1","4","1","-1","3","1","1","4","-1","5","4","3","2","3","3","-1","2","4","5","5","5","-1","4","2","3","3","4","-1","2","1","2","5","5","4","3","-1","5","2","2","5","1","2","-1","4","4","-1","1","1","2","1","1","2","1","5","-1","-1","-1","-1","-1","-1","3","3","1","1","2","3","2","2","2","3","1","5","6","6","6","4","2","6","6","6","1","2","2","1","3","3","6","6","3","2","1","1","1","2","3","2","2","3","2","1","1","1","1","2","2","2","2","2","2","2"
"X1534","-1","-1","-1","-1","-1","-1","3","2","3","6","4","-1","4","4","2","4","2","-1","5","2","1","-1","1","1","1","2","1","1","1","2","3","1","1","3","2","4","2","2","2","2","2","1","1","1","2","2","1","-1","1","3","1","2","2","1","-1","-1","1","2","2","2","2","1","2","2","-1","1","1","1","2","1","1","1","1","2","-1","1","3","5","2","2","5","-1","6","1","2","4","3","2","-1","2","2","2","1","2","1","1","2","2","1","-1","4","3","5","4","1","2","-1","1","3","5","6","6","2","-1","4","1","3","3","4","3","-1","3","1","2","1","-1","1","3","2","2","4","1","-1","2","4","4","3","2","-1","1","2","1","4","2","-1","2","5","5","5","3","3","1","-1","4","5","1","3","5","1","-1","4","3","-1","1","1","2","2","2","2","1","4","-1","-1","-1","-1","-1","-1","1","3","2","2","3","1","2","2","3","3","3","4","1","4","4","6","2","3","3","4","5","3","6","5","4","5","4","1","3","1","2","2","2","3","3","3","3","2","3","3","2","1","2","2","2","2","2","2","1","1"
"X1535","-1","-1","-1","-1","-1","-1","1","10","6","2","7","-1","1","2","2","1","1","-1","2","5","1","-1","2","1","2","2","2","2","3","1","3","1","1","3","4","2","1","1","1","2","1","1","2","1","1","2","1","-1","1","1","2","1","3","1","-1","-1","2","2","2","1","1","1","2","1","-1","1","2","2","1","1","2","2","1","2","-1","1","1","6","1","4","5","-1","3","6","2","6","1","6","-1","1","1","1","1","2","2","1","2","2","1","-1","1","3","6","4","4","2","-1","4","4","6","5","3","4","-1","4","3","4","2","1","1","-1","3","2","1","1","-1","3","2","4","5","2","4","-1","5","1","2","5","2","-1","3","3","2","4","1","-1","3","3","1","2","2","1","3","-1","5","1","2","4","2","4","-1","2","4","-1","1","1","1","1","2","2","1","5","-1","-1","-1","-1","-1","-1","1","2","2","3","3","3","3","2","2","3","3","6","1","1","4","6","2","5","1","4","3","1","5","3","3","3","6","4","1","3","2","2","2","1","3","1","1","1","2","1","3","1","1","2","1","1","1","1","2","2"
"X1536","-1","-1","-1","-1","-1","-1","1","1","2","5","5","-1","3","3","3","1","1","-1","2","2","5","-1","2","1","1","1","2","2","3","7","2","3","1","3","4","2","2","2","2","1","1","2","2","2","2","1","2","-1","3","2","1","1","3","1","-1","-1","1","1","2","1","2","2","2","2","-1","2","2","2","2","2","2","1","2","1","-1","3","3","4","2","6","5","-1","6","5","2","4","4","2","-1","1","2","1","2","2","2","1","1","2","2","-1","6","2","5","4","2","5","-1","1","6","2","4","4","2","-1","4","3","1","2","3","2","-1","4","3","4","3","-1","4","1","4","4","3","5","-1","4","4","1","4","2","-1","4","2","2","1","1","-1","1","3","2","1","2","4","1","-1","5","3","4","5","1","4","-1","2","4","-1","1","2","2","2","1","2","2","2","-1","-1","-1","-1","-1","-1","2","3","1","1","1","1","3","1","2","2","2","5","3","4","6","4","1","3","3","2","1","4","2","6","4","5","3","6","2","2","1","1","1","2","2","3","1","2","2","2","2","2","1","1","1","2","1","2","1","2"
"X1537","-1","-1","-1","-1","-1","-1","2","7","3","2","9","-1","2","4","3","1","3","-1","1","3","3","-1","1","1","1","1","2","1","2","4","3","2","2","1","4","4","3","2","2","2","2","1","2","1","1","2","1","-1","2","3","2","2","3","2","-1","-1","1","2","2","1","1","1","1","2","-1","1","2","2","2","1","1","2","2","2","-1","5","5","6","5","4","4","-1","4","2","3","4","4","6","-1","1","1","2","1","2","2","2","1","2","2","-1","3","5","4","5","1","2","-1","5","6","5","5","4","2","-1","1","1","1","1","3","1","-1","3","2","1","3","-1","4","3","4","5","5","4","-1","3","1","2","2","3","-1","4","2","2","2","4","-1","1","1","2","1","2","5","2","-1","5","3","1","5","1","3","-1","3","4","-1","2","1","1","1","2","1","1","7","-1","-1","-1","-1","-1","-1","2","1","3","2","1","1","1","3","1","1","3","2","1","4","6","1","1","4","1","4","6","2","1","3","4","6","2","5","1","3","2","3","3","3","1","1","1","2","1","2","2","1","2","2","2","1","2","1","2","2"
"X1538","-1","-1","-1","-1","-1","-1","5","1","1","3","12","-1","3","2","2","2","3","-1","4","4","4","-1","1","2","2","1","1","1","2","6","2","3","1","1","2","4","2","2","1","2","2","1","2","1","1","1","1","-1","2","1","1","1","3","3","-1","-1","1","1","2","1","1","1","2","1","-1","1","1","2","2","2","1","2","2","1","-1","5","4","6","1","5","4","-1","3","4","2","6","2","2","-1","1","2","2","1","2","2","2","2","1","2","-1","4","2","1","4","1","3","-1","1","6","2","1","6","6","-1","3","2","2","4","3","4","-1","1","2","4","2","-1","5","3","2","4","1","5","-1","2","4","2","2","4","-1","3","4","2","4","1","-1","5","2","3","2","3","1","1","-1","3","1","5","4","2","3","-1","2","1","-1","1","1","1","1","1","2","2","3","-1","-1","-1","-1","-1","-1","1","1","3","3","2","2","2","1","3","2","1","4","4","3","3","5","2","3","6","5","3","4","2","3","3","2","6","6","2","3","1","1","2","2","1","1","1","2","1","3","2","1","1","2","1","1","2","1","1","1"
"X1539","-1","-1","-1","-1","-1","-1","1","4","6","1","1","-1","2","2","2","2","2","-1","3","5","1","-1","1","1","1","1","1","1","1","4","1","3","2","2","3","3","1","2","1","2","2","2","1","2","2","2","1","-1","1","2","3","1","1","1","-1","-1","2","2","2","1","1","2","1","1","-1","1","2","1","2","2","2","1","2","1","-1","6","5","2","6","4","6","-1","3","2","1","6","3","2","-1","1","1","2","2","1","2","2","1","1","2","-1","5","5","3","4","1","2","-1","3","6","3","2","5","1","-1","1","2","4","4","4","3","-1","4","3","2","3","-1","1","4","4","4","5","5","-1","5","1","3","2","1","-1","4","3","4","3","1","-1","4","5","1","5","3","1","5","-1","4","3","1","1","4","3","-1","4","2","-1","2","2","2","2","2","1","1","1","-1","-1","-1","-1","-1","-1","1","2","3","1","1","1","2","2","3","1","3","6","2","4","2","4","4","2","6","3","4","2","3","3","6","5","1","6","3","3","2","3","1","2","1","3","2","1","3","3","2","2","1","2","1","2","2","2","1","2"
"X1540","-1","-1","-1","-1","-1","-1","2","2","4","6","1","-1","2","1","4","2","1","-1","1","2","3","-1","2","2","2","2","1","2","1","4","2","2","1","3","3","1","1","2","1","1","2","2","1","1","1","1","2","-1","2","2","3","3","2","3","-1","-1","1","2","1","2","2","2","1","1","-1","1","2","1","1","2","1","1","1","2","-1","6","2","3","4","3","5","-1","3","3","5","3","4","3","-1","1","1","1","2","2","2","2","2","2","1","-1","1","5","6","2","1","4","-1","3","3","1","4","5","5","-1","4","1","1","2","1","3","-1","1","1","3","4","-1","1","5","4","2","3","5","-1","3","3","4","4","4","-1","2","2","1","3","3","-1","3","2","4","2","2","3","3","-1","5","5","1","5","1","1","-1","1","1","-1","2","2","1","2","2","2","2","7","-1","-1","-1","-1","-1","-1","3","1","1","2","2","2","3","3","1","1","1","5","6","3","5","5","3","2","2","2","2","1","4","4","5","3","1","3","1","1","3","1","2","2","3","3","2","3","1","3","1","2","1","1","1","1","2","1","1","2"
"X1541","-1","-1","-1","-1","-1","-1","4","5","3","3","10","-1","1","1","2","3","2","-1","1","1","1","-1","1","2","2","2","2","1","1","7","1","1","1","2","2","3","2","1","2","2","2","1","2","1","1","2","1","-1","2","2","1","1","2","1","-1","-1","2","1","1","1","2","1","2","1","-1","2","2","1","2","2","2","1","2","1","-1","1","4","1","5","6","4","-1","6","6","2","6","4","2","-1","1","1","2","2","2","2","2","2","2","2","-1","6","1","1","5","1","5","-1","5","4","2","3","5","2","-1","2","4","1","2","4","2","-1","1","2","4","1","-1","4","1","4","4","4","5","-1","1","2","5","3","5","-1","3","3","2","1","2","-1","1","4","5","3","5","4","4","-1","4","1","1","1","5","3","-1","3","2","-1","1","1","1","1","1","2","2","3","-1","-1","-1","-1","-1","-1","2","1","1","1","1","1","1","1","2","3","3","4","2","2","6","5","1","3","1","4","4","2","2","2","3","2","5","4","3","3","2","1","1","1","1","2","3","2","3","1","1","1","2","1","1","2","1","2","2","1"
"X1542","-1","-1","-1","-1","-1","-1","2","11","1","2","6","-1","1","2","2","4","3","-1","4","6","6","-1","2","2","1","2","1","3","2","1","3","2","2","3","2","3","3","2","2","1","2","1","2","2","2","2","2","-1","3","2","1","2","3","3","-1","-1","2","1","2","1","1","2","2","2","-1","1","2","2","2","1","2","2","1","2","-1","3","4","6","4","5","5","-1","4","5","5","6","3","4","-1","2","1","2","2","2","1","2","1","1","2","-1","2","6","1","1","2","3","-1","5","2","5","2","5","3","-1","1","3","2","4","1","3","-1","2","2","2","4","-1","4","3","1","4","2","4","-1","2","4","2","5","2","-1","1","3","4","4","3","-1","2","4","4","3","2","3","5","-1","1","4","2","2","3","3","-1","1","1","-1","1","1","2","2","2","2","1","4","-1","-1","-1","-1","-1","-1","3","1","1","1","3","1","1","3","1","1","3","5","5","1","2","2","2","1","4","2","4","4","3","3","1","6","2","6","1","1","2","2","3","1","3","2","2","3","3","3","3","2","2","2","1","1","2","1","2","2"
"X1543","-1","-1","-1","-1","-1","-1","2","7","5","3","1","-1","2","3","1","3","4","-1","5","3","5","-1","1","2","2","2","1","2","1","7","2","2","2","3","2","3","2","1","2","1","2","2","1","2","1","1","2","-1","2","3","1","2","3","1","-1","-1","1","1","1","2","2","1","2","2","-1","2","1","1","2","2","2","2","2","2","-1","2","4","2","3","1","1","-1","1","1","6","1","5","2","-1","1","1","2","1","2","1","1","2","2","1","-1","2","3","3","2","5","1","-1","6","2","2","2","1","3","-1","1","1","2","2","3","1","-1","4","1","1","4","-1","2","1","5","5","1","2","-1","1","3","1","1","4","-1","2","2","4","2","2","-1","1","3","2","1","2","1","2","-1","1","1","2","1","4","5","-1","2","4","-1","1","2","1","2","2","2","2","5","-1","-1","-1","-1","-1","-1","2","2","1","1","3","1","3","2","2","3","2","2","1","5","1","5","3","1","3","2","4","6","4","2","6","2","6","1","1","2","1","2","3","1","1","3","2","2","3","1","2","1","2","2","2","2","1","1","1","1"
"X1544","-1","-1","-1","-1","-1","-1","3","9","7","4","2","-1","4","4","3","4","4","-1","3","4","3","-1","2","1","2","1","1","1","1","1","1","1","1","2","1","1","1","2","2","2","1","1","2","1","1","2","2","-1","3","3","1","2","3","1","-1","-1","1","2","1","1","2","1","1","1","-1","1","1","2","1","2","2","1","2","1","-1","1","6","4","5","3","6","-1","5","4","5","1","4","4","-1","1","2","2","1","1","1","2","1","2","1","-1","6","2","4","6","1","6","-1","3","3","4","4","3","5","-1","3","3","3","4","4","4","-1","3","2","1","4","-1","5","4","2","1","5","5","-1","1","5","2","4","5","-1","3","4","1","3","4","-1","5","3","2","3","3","5","1","-1","2","3","4","2","5","3","-1","3","4","-1","2","1","1","2","1","1","1","1","-1","-1","-1","-1","-1","-1","1","1","1","2","2","2","1","2","3","2","3","3","3","3","2","4","2","6","3","5","1","4","3","2","4","4","6","3","2","2","2","1","1","1","1","3","2","1","1","2","2","2","1","2","1","1","2","1","1","1"
"X1545","-1","-1","-1","-1","-1","-1","6","7","4","6","9","-1","4","3","2","3","4","-1","6","5","6","-1","2","2","1","2","1","1","3","6","2","3","2","3","3","3","3","2","1","2","2","1","1","2","1","2","1","-1","2","2","1","1","1","1","-1","-1","1","1","1","1","2","2","2","1","-1","2","1","2","2","2","1","2","1","2","-1","5","3","5","6","4","2","-1","5","4","4","4","3","5","-1","1","2","1","1","2","1","2","2","2","1","-1","4","3","4","3","3","6","-1","5","4","5","3","6","1","-1","4","2","4","2","4","4","-1","4","2","4","4","-1","4","4","4","4","1","1","-1","3","5","2","1","5","-1","2","1","2","3","2","-1","5","2","2","4","4","4","2","-1","3","1","5","1","5","5","-1","2","4","-1","2","1","2","2","1","2","2","1","-1","-1","-1","-1","-1","-1","3","2","2","3","1","3","2","3","1","2","1","3","5","1","2","2","6","4","1","4","2","1","3","2","5","6","5","5","1","1","2","1","3","3","1","2","3","2","1","2","1","1","2","2","1","2","2","2","2","2"
"X1546","-1","-1","-1","-1","-1","-1","2","8","7","7","4","-1","1","1","3","2","1","-1","5","2","6","-1","1","2","2","1","1","1","2","2","3","3","1","2","4","1","3","1","1","2","1","1","2","1","1","1","1","-1","1","3","2","1","2","3","-1","-1","2","1","2","1","2","1","2","1","-1","1","2","1","1","2","1","1","2","2","-1","2","5","1","6","2","1","-1","2","4","2","6","6","6","-1","1","2","1","1","2","2","1","2","2","1","-1","1","3","2","2","5","3","-1","1","4","2","6","5","3","-1","3","3","1","4","4","3","-1","2","1","3","4","-1","2","2","1","4","5","5","-1","1","4","1","3","1","-1","2","3","1","2","3","-1","5","5","5","4","2","5","3","-1","3","1","1","2","4","2","-1","2","4","-1","2","2","1","1","2","2","2","3","-1","-1","-1","-1","-1","-1","2","1","2","2","3","2","2","3","2","1","3","6","5","6","2","5","1","4","5","2","2","4","5","6","5","4","2","3","3","2","2","3","1","1","1","3","2","2","1","3","2","1","1","2","2","2","2","1","2","1"
"X1547","-1","-1","-1","-1","-1","-1","1","10","7","3","13","-1","3","2","2","4","4","-1","2","5","4","-1","2","2","1","2","2","2","1","5","2","3","2","1","4","4","2","2","2","2","2","2","2","2","2","1","2","-1","3","2","2","2","3","3","-1","-1","1","2","1","1","2","2","2","1","-1","1","2","1","2","2","1","2","2","1","-1","1","4","2","3","6","1","-1","4","4","2","5","1","3","-1","2","2","2","1","2","2","1","2","1","1","-1","6","6","3","4","1","2","-1","2","5","5","2","6","3","-1","2","3","3","4","3","1","-1","1","4","3","1","-1","1","1","3","5","2","5","-1","5","5","1","2","4","-1","1","3","2","3","1","-1","1","4","1","3","3","5","2","-1","1","3","5","4","4","1","-1","1","4","-1","2","2","1","2","1","1","1","4","-1","-1","-1","-1","-1","-1","3","3","1","3","3","1","1","2","3","2","2","1","6","3","1","3","2","5","5","4","2","5","4","2","4","6","1","3","1","1","2","1","3","3","2","3","3","1","1","2","2","2","1","1","1","2","1","2","2","2"
